ID,Reference,Hypothesis,Reconstructed
test/YyXRYgjQXX0/00011,what are your intentions toward others,we are attached to others,We are attached to others
test/HqekWfSJCSA/00002,we can change our minds,we can change our minds,We can change our minds
test/xTkKSJSqUSI/00035,my life really sucks,my life really sucks,My Life's a Suck
test/BzeTjn0R2VY/00003,again it will not happen overnight,again it will not happen overnight,Again It Will Not Happen Over Night
test/VxESitIllxE/00007,not when you get lung cancer,not really the answer,Not Really the Answer
test/SWvJxasiSZ8/00004,but people did not relate to this,but people say no we educate,But people say no we educate
test/PYHd7rpOTe8/00001,but you know what the actual facts are,but you know what the actual facts are,But you know what the actual facts are
test/gtpTd3ywwiE/00001,but that's kind of a big problem,but the idea of a big problem,But the idea of a big problem
test/8nbeD1mwCdo/00001,does the water stay there forever,the water stays there forever,The water stays there forever
test/UAj1hsXp18c/00018,one woman shoots her face,when women do their thing,When Women Do Their Thing
test/9JKy6ZfmBn0/00002,one of them got caught up in the water,one of them got really upset,One of them got really upset
test/vXPJVwwEmiM/00004,you probably won't,you probably won't,You Probably Won't
test/fIICVeGW4RY/00003,but eventually they did come around,but eventually they did come around,But eventually they did come around
test/OzA6jRYjVQs/00009,we just need to act on it,we just need to act on it,We just need to act on it
test/wzkFoetpSSM/00007,so we decided to go to the mosque,so we decided to go to the boss,So we decided to go to the Boss
test/UAj1hsXp18c/00019,one woman straps herself,one woman trapped herself,One woman trapped herself
test/FD6CqD1kV8s/00005,the children were killed on the spot,the children were killed on the spot,The children were killed on the spot
test/TDaFwnOiKVE/00002,and i said that's a good job,that's a good job,That's a good job
test/zuYzOn0U2PY/00001,it's a fucking orgy,it's a fucking orgy,It's a suffocating orgy
test/PSlBlZ3hqKc/00005,or any national leader,okay national college,OK National College
test/Ht2fzax9wV0/00001,you need to be able to do something with it,you ask me how to do something with it,You ask me how to do something with it
test/hiIcwt88o94/00023,there's pollination going on,there's pollution going on,There's pollution going on
test/UAj1hsXp18c/00012,rhythm is half silence,what does it mean to have silence,What does it mean to have silence
test/mgcjr1yz7ow/00017,we've known since we were babies,we've got since we were babies,We've got since we were babies
test/Ok6LbV6bqaE/00004,he wanted to keep score,and what is the name score,And what is the name score
test/XESFPEFpHt4/00013,we let other people worry about it,we let other people worry about it,We let other people worry about it
test/SWvJxasiSZ8/00006,people started contributing ideas,people started using our tickets,People started using our tickets
test/wG4RnDNWtJo/00004,it's about the data,it's about the data,It's About the Date
test/rGfhahVBIQw/00002,but this is the source of innovation,but this is the source of innovation,But this is the source of innovation
test/VfAiNX7jn9A/00006,we hear the chaos of war,we need hundreds of war,Wii Need Hundreds of War
test/SSzRfSJTNW4/00003,why do we need to study this anymore,why don't we get stuck in this anymore,Why don't we get stuck in this any more
test/FFG2rilqT2g/00003,well you get several things,well you get several things,Well you get several things
test/LIckScLypGA/00001,and dance has progressed,and sex abuse friends,and sex abuse friends
test/iPE2SiCCo0w/00021,and now i love languages,they love languages,They love languages
test/rGfhahVBIQw/00001,and this leads to oddities,and this leads congress,And this leads Congress
test/8GQZuzIdeQQ/00004,here's where i stand,here's where i stand,Here's where I stand
test/nCg2NcGYu34/00012,he should not have been surprised,it should not have been surprised,It should not have been surprised
test/akiQuyhXR8o/00005,now i'm ready for my interview,now i'm ready for my interview,Now I'm ready for my interview
test/JcJ3MfJNm6g/00001,the science is there,the drive is there,The drive is there
test/y1KIVZw7Jxk/00003,that's not an improbable sample,that's not an improbable example,That's not an improbable example
test/SN7wO06Yz1E/00008,i'm in the crucible right now,i'm in the crucial book right now,I'm in the Crucial Book Right Now
test/FD6CqD1kV8s/00001,and he's a bad guy,he's a bad guy,Hezekiah's bad guy
test/VIgzTLDyObo/00001,so momentum is good,is good,is good
test/ONM4JupBzSE/00001,it's right there for you to find,it's right there for you to find,It's right there for you to find
test/fxbCHn6gE3U/00008,they have bad ideas,they have bad ideas,They have bad ideas
test/jggHw5PdQV0/00003,we now have a platform,we now have a platform,We now have a platform
test/V1yW5IsnSjo/00004,and here's where those guns come in,and here's where those guts come in,And here's where those guts come in
test/RD07GkmM2fc/00004,and we finally figured out how to do it,and we find it very accurate,And we find it very accurate
test/rP7nmdDA1Fg/00001,well why is that,well why is that,Well why is that
test/TGZMSmcuiXM/00008,what is it that he misses,what is it that makes this,What is it that makes this
test/PYHd7rpOTe8/00002,but now it's turned around,but now it's turned around,But now it's turned around
test/s0YjL9rZyR0/00003,this is not a put down of anyone,it's a light bulb kind of thing,It's a light bulb kind of thing
test/Us70DN2XSfM/00002,you can't run around in the dark,you can't run around in the dark,You can't run around in the dark
test/SWvJxasiSZ8/00009,and that's actually what happened,and that's actually what happened,And that's actually what happened
test/fIICVeGW4RY/00006,we need to see beyond the surface,we need to see beyond the surface,We need to see beyond the surface
test/NYKcOFQCeno/00001,and that might have been the case,and that might be the case,And that might be the case
test/8GQZuzIdeQQ/00001,it wasn't who i was,it wasn't who i was,It Wasn't Who I Was
test/AO4In7d6XSc/00003,i love building robots,i love billie eilish,Isle of Billy Ilish
test/xukDIWFMU9Y/00002,look at this pretty structure,you can dispense structure,You can despense structure
test/u4L130DkdOw/00001,and how is that possible,and how is that possible,And how is that possible
test/QKHkSUiQboA/00004,nobody comes to get famous,nobody comes to get famous,Nobody Comes to Get Famous
test/SN7wO06Yz1E/00003,what is the abstraction,what is the abstraction,What is the abstraction
test/KuWXfjyGhk0/00009,and this change is getting more rapid,and this change is getting more rapid,And this change is getting more rapid
test/Gmai4zkKNcM/00002,that's really important,that's really important,That's Really Important
test/HUM2rCIUdeI/00003,there's no need to play the market,so it's a market,So it's a market
test/J8FyHI00ELY/00002,my dad has alzheimer's disease,my dad is a heart surgeon,My Dad Is a Heart Surgeon
test/IjbTiRbeNpM/00001,that was the only way to get anything done,that's the only way to get anything done,That's the only way to get anything done
test/UAq4yBdSYZs/00002,they will sit in them forever,they were thinking for themselves,They were thinking for themselves
test/ROgFmb3oTLo/00002,they have divergent values,they have diversion values,They have divergent values
test/5Yj3nGv0kn8/00002,so let's watch what happens,so let's watch what happens,So Let's Watch What Happens
test/NqOjj1FCcVY/00005,i have passion in my heart,i have passion in my heart,I have passion in my heart
test/akiQuyhXR8o/00003,again let's just play,let's dispel it,Let's Despair It
test/LiUClSItcy0/00005,he told me not to tell anyone,he told me not to tell anyone,He told me not to tell anyone
test/emW1TQ290ec/00001,can we really scale this up,they were really excited,They were really excited
test/TScetimMBL8/00005,again it had no choice,again he had no choice,Again he had no choice
test/JHk9YVjhk7c/00001,is it that i write very well,the technology,The Technology
test/0Fi83BHQsMA/00002,we really don't walk anymore,we really don't work anymore,We really don't work any more
test/t7Xr3AsBEK4/00009,do the same thing at work,do the same thing at work,Do the Same Thing at Work
test/F3OhcpKSUBc/00007,that's sort of the state of the art,that's sort of the state of the art,That's sort of the state of the art
test/s0YjL9rZyR0/00007,are we brave enough to welcome it,i was brave enough to welcome him,I was brave enough to welcome him
test/SE97Kgi0sR4/00003,terrorists are doing this,terrists are doing this,Terrists are doing this
